Gene,Accession,Chromosome,End,Start,Strand,fit_alpha,fit_beta,fit_gamma,fit_U_switch,fit_likelihood,fit_scaling
Litaf,Litaf,16,10993121,10959273,-,19.93706811045866,0.06455349881937654,0.1383256520350303,305.7572058887311,0.9754923838770373,21.226841820682477
Adam12,Adam12,7,134225097,133883199,-,21.010688548988508,0.12948098921950663,0.21838532600696228,160.64583526030836,1.2066197327042762,0.224558831778215
Bhlhe40,Bhlhe40,6,108666925,108660629,+,,,,,0,0
Ntrk3,Ntrk3,7,78577838,78192114,-,8.799255211521544,0.06706866560878155,0.17704174746079604,129.88573099426225,1.213288583348918,0.48549234401261543
Stac,Stac,9,111690216,111561434,-,4.066964635142445,0.06922216770168575,0.09168198189792405,58.16482093052063,0.9622593420471326,0.5504550273189757
Nrp2,Nrp2,1,62818692,62703317,+,9.73369015250896,0.016689244141374127,0.06236510133513704,577.3990223496395,0.8041109227077083,2.671057177779316
Maoa,Maoa,X,16687812,16619698,+,49.169480282567356,0.06774998481959892,0.27536842154360136,718.4914595827338,0.8494368788364286,21.843347078300404
Adcyap1r1,Adcyap1r1,6,55501455,55451980,+,1.7362802803531006,0.01604416714444072,0.019537452369847202,107.13659749831089,0.6748335209867554,12.891005846120784
Myl9,Myl9,2,156781657,156775464,+,,,,,0,0
Baiap3,Baiap3,17,25256364,25242659,-,4.5188600503721865,0.057382082718519446,0.07316511806036152,77.9628629342977,1.1681922937529035,8.279842083220675
Ascl1,Ascl1,10,87493660,87491041,-,11.735572898817416,0.0380730273142532,0.03497668552772747,305.1561167945211,0.5348745105460871,148.42825266719592
Rad51,Rad51,2,119136070,119112817,+,26.06583580200233,0.1293398755264081,0.24830599763098224,199.5144756321766,0.9054944994702598,16.991183907102908
Cryab,Cryab,9,50756633,50752758,+,,,,,0,0
A730017C20Rik,A730017C20Rik,18,59076960,59062381,+,1.1332446531640026,0.022150525728506707,0.023135300113783144,50.64946179532494,0.5383052652492311,5.149378494382791
Nid1,Nid1,13,13512275,13437602,+,9.494231113329839,0.053531859190808974,0.07255476036477951,175.5830816317011,1.0237229741568141,17.979891034578756
Adam23,Adam23,1,63596515,63445904,+,7.993734548825949,0.018729003083305933,0.02559596590107701,422.5423621394798,0.6709221893903373,0.3140960700264164
Col1a2,Col1a2,6,4541543,4505697,+,11.764481262243654,0.11531164443018659,0.12665955029812698,101.00312511519677,0.6254450242708017,15.594648260877445
Plk2,Plk2,13,110400843,110395044,+,6.258995275153881,0.04734665963864619,0.04794281661575044,130.87312536288397,0.85947714089024,50.43744133574148
Arhgap36,Arhgap36,X,49500250,49470450,+,2.786159096833938,0.02428904756420082,0.031787427640490695,113.56136952570354,0.5644024323906175,5.384814631387066
Aurka,Aurka,2,172370506,172356196,-,22.58164222000476,0.03149102023932185,0.03600552935389019,709.9111311068192,0.699042364338947,35.255150908171004
Fam64a,Fam64a,11,72047370,72042502,+,,,,,0,0
Kif2c,Kif2c,4,117182624,117159636,-,,,,,0,0
Cep44,Cep44,8,56550566,56531522,-,18.082311721239154,0.051129780367338125,0.1585563159562207,350.118629014536,1.1458553234263602,3.9017538028420358
Stmn3,Stmn3,2,181314500,181306459,-,11.89453938044089,0.018330221473678777,0.04606913812451345,642.4141685110355,0.660336121649073,30.582659110640144
Cadm1,Cadm1,9,47853385,47530352,+,8.54202057390695,0.013730569004167309,0.02274101488589983,615.8958427433889,0.5256810039041789,0.3023669628302641
Celf2,Celf2,2,7396198,6539699,-,3.5798428214929054,0.03398999145805015,0.03611333010468935,104.26729284860144,0.8236152016270265,0.6803671650341401
Notch1,Notch1,2,26503822,26457902,-,3.4413740197119824,0.03358777819631615,0.03230214502396167,101.43452358181085,0.6277933036661499,8.456727611493879
Itga1,Itga1,13,115101964,114958081,-,2.0036738501675178,0.039133073690990776,0.04218063879356509,50.689529969697105,0.7285729143379256,0.6987244085064244
Tln2,Tln2,9,67559703,67217085,-,8.264655499385647,0.042102102122344116,0.10006562571234767,194.3373022234321,1.0902198931976161,1.1716483523980843
Adcy1,Adcy1,11,7178505,7063489,+,15.154603549315373,0.050752854409404774,0.11868366976873661,292.7893025991806,0.8327271526312607,5.188628760696041
Itga6,Itga6,2,71856758,71787083,+,12.073939016177894,0.0588519812006768,0.1397210932774196,203.1061551735603,1.6457468261849146,6.109287743639357
Elf4,Elf4,X,48463132,48411049,-,3.8111421978143127,0.05381723910826764,0.05407051341884971,70.10821882270322,1.1300358140417195,2.1067971230940596
Ncapg,Ncapg,5,45700547,45669925,+,4.444044599569151,0.03791763578536303,0.06301390706151845,116.03055049312422,0.8213033395159591,26.19563307576351
Klhdc8b,Klhdc8b,9,108461581,108447639,-,5.356872904523653,0.02636923474808962,0.03229983901681394,201.11710582964972,0.8734439538925406,14.270957018084669
Col2a1,Col2a1,15,98004724,97975602,-,4.02838466864523,0.011158066353377346,0.014592652748016764,357.41863291139606,0.6999268492912016,19.129346715129003
Hspa5,Hspa5,2,34776529,34772090,+,10.70951631270772,0.03838336684241765,0.0237508339035456,276.22436544216475,0.3958659352129538,79.39967941703091
Spag5,Spag5,11,78322454,78301591,+,5.9111124843551375,0.04999108176594737,0.04321804317287709,117.06090672152284,0.6781706453866051,10.26885527629556
Flna,Flna,X,74246534,74223461,-,7.332935871147347,0.009031647307731127,0.012977728941521298,803.7965019096373,0.5563341652613979,87.806550921813
Cnr1,Cnr1,4,33948831,33924632,+,29.889596392992313,0.08162048763773454,0.2091370467184174,362.5401083168989,1.152241009457874,34.51689010125067
Snhg11,Snhg11,2,158386145,158375638,+,4.670865935118317,0.06424085053737516,0.06932997691725526,71.98156993697975,0.7818137305474612,11.81628470842481
Fam160a1,Fam160a1,3,85746209,85660063,-,2.6721037551731137,0.022649818276188873,0.026406001313565495,116.79487602787525,0.7460975331111854,2.533929233290309
Edil3,Edil3,13,89323225,88821472,+,4.807941219777747,0.02417272571485341,0.0713531176332064,196.9104297019834,0.7860134995459588,0.901763225192274
Rasa3,Rasa3,8,13677587,13567218,-,11.43039924093879,0.0747803741105881,0.1341678256065146,151.32440005976332,1.280853306626164,4.043598970626217
Bub1,Bub1,2,127831859,127800200,-,,,,,0,0
Hes6,Hes6,1,91413222,91411483,-,32.00648066636766,0.04894709692799768,0.09634044232513721,647.36047382576,0.7939472284067791,76.46517011254474
Ect2,Ect2,3,27153878,27097222,-,5.9217054780332825,0.034544486132485584,0.038345799488216745,169.70836968797386,0.638375081561147,10.90623556155925
Uhrf1,Uhrf1,17,56323486,56303337,+,5.358054772230128,0.027341489936543447,0.0414841633662059,194.008235718643,0.9819979418239286,6.824833088745333
Mtap,Mtap,4,89181090,89137370,+,5.663063100676369,0.022894570887757048,0.04863656452279395,244.88043463036317,0.816956753776701,19.683514953268478
Kif15,Kif15,9,123018733,122951081,+,3.6057103043574896,0.029704667731351553,0.02506472514245685,120.17145701132867,0.8011937438876924,2.539197872549072
Spock3,Spock3,8,63357096,62951232,+,0.9313844442391219,0.01585161107362438,0.019984144882817988,58.16888867094218,0.6272438128311401,0.7888572519143211
Fn1,Fn1,1,71653234,71585473,-,2.30752064028447,0.021975675121803935,0.02442983900692425,103.95336758573724,0.6406149059532317,7.419506777241507
Lifr,Lifr,15,7197489,7129572,+,11.474827002235111,0.09641014858211606,0.08661221454856363,117.83073565680654,0.584619466361342,6.900088487035042
Rian,Rian,12,109661711,109603945,+,5.13735984859665,0.050439800922544076,0.05659618815061537,100.83279785185474,0.9273263820927609,0.31548791476787547
Tgfb2,Tgfb2,1,186705992,186623186,-,9.796910365891655,0.07437145680053873,0.06996810723954155,130.41214572742484,0.6207889590546865,1.6764782537520577
Melk,Melk,4,44364675,44300917,+,21.96741537799898,0.2176041808423233,0.14406689649980867,99.94174349056958,0.8396944681899942,5.560032691465263
Sulf2,Sulf2,2,166155683,166073899,-,3.1342196271065768,0.014970183017818006,0.01678802806756991,207.27050745754838,0.6026402912780336,4.218556045951618
Ptprz1,Ptprz1,6,23052916,22875502,+,24.067091941753123,0.08407165595226587,0.22836315350485792,283.4061105667258,1.469056746880135,3.174616654148877
Fgf13,Fgf13,X,59134436,59062150,-,8.865842749845367,0.0638711345905242,0.07646864355121616,123.64545462074501,0.6561515230092849,10.53377021844488
Fam162a,Fam162a,16,36071515,36043844,-,11.849704900815917,0.08161498464482693,0.07275305152013056,143.73840665240297,0.5784607662580741,2.3527880468052036
Rufy3,Rufy3,5,88642696,88583574,+,1.0586777992266196,0.006472091750089483,0.007437148443597463,161.94007466285728,0.44136632666488695,6.505499764718554
Dlgap5,Dlgap5,14,47418407,47387779,-,4.201502448280092,0.03159968091680289,0.03591901670586983,131.6306780042679,0.8489274726457129,15.223784148142112
Pik3r1,Pik3r1,13,101768217,101680762,-,4.1099314367724284,0.033273699068088414,0.03961242389149659,122.28373268864995,0.8399518045288644,2.2621348283617317
Cdc25c,Cdc25c,18,34751533,34732997,-,5.278884505363576,0.07073280390505363,0.059879120125826094,73.8850345495289,0.9633756553049647,4.356807171465798
Oprl1,Oprl1,2,181720985,181715016,+,1.5877449135003294,0.02614361671437852,0.02523236366333112,60.12433098060328,0.6750427182262044,30.380707636582812
Dock11,Dock11,X,36076562,35888832,+,27.101834565515286,0.058616326366229286,0.24831111386064492,457.73622953140597,1.5055137859735421,5.32519057382482
Cyp2j6,Cyp2j6,4,96553651,96516138,-,27.860529177486182,0.13763029454602055,0.3284580466859529,200.40590610295126,1.1540805604684503,11.176480512846114
Klhl13,Klhl13,X,23365053,23219271,-,10.321536261166576,0.025377090694361,0.06574151376125298,402.6592733431617,0.7254887447745726,14.785100844924386
Lix1,Lix1,17,17459388,17402686,+,,,,,0,0
Sfrp1,Sfrp1,8,23449632,23411502,+,42.309084372292624,0.04754858889816885,0.23327079512104387,880.9092866724964,0.9358823469069577,86.44591158157132
Dusp26,Dusp26,8,31097047,31089662,+,2.217743962181904,0.021807142290597374,0.028671711202752862,100.68107472783133,0.8459381116774911,15.352566805625468
Cdk6,Cdk6,5,3522225,3344312,+,6.746856111168445,0.030137773215113264,0.09597969135694084,221.62843626108486,1.27189202078786,1.7258793776714405
Dll3,Dll3,7,28301785,28293555,-,9.92804048007823,0.03310101166209985,0.045223983188428726,296.93231661953183,0.79267262375242,26.292579938946375
Slitrk2,Slitrk2,X,66661402,66649318,+,46.57899404250058,0.2776160948709937,0.4212922876152172,166.10421713303066,1.5817692047969916,18.742463904578557
Kif5c,Kif5c,2,49774778,49619314,+,15.317973935935449,0.034102635800932715,0.08721918376879613,444.68100017539797,0.7045174666003973,5.14155912174872
Plxna2,Plxna2,1,194816868,194619829,+,4.18459857510935,0.07328250176870821,0.08063097271960035,56.5312658461562,0.6675748069490391,0.7515186251667194
Ppic,Ppic,18,53418007,53406341,-,5.811979780017438,0.052858707203701866,0.04754704743529378,108.85358887124471,0.9822125904775542,25.414732950418564
Phox2b,Phox2b,5,67099126,67094397,-,34.561807165252375,0.03964534915344469,0.11174746637138104,863.0568231640075,0.7086676776377675,45.45133468492017
Ina,Ina,19,47024346,47014698,+,28.7895030123105,0.11472224523205043,0.19738685875515924,248.44011660107208,0.9677982621223922,23.997348327992515
Chst11,Chst11,10,83195891,82985497,+,5.168028672193477,0.02235568641706917,0.04624966707037346,228.86116265994286,0.6708102153401836,0.6810304242373202
Pcsk1n,Pcsk1n,X,7924410,7919822,+,3.518548578361709,0.02649347126600256,0.0325751608626751,128.015382728134,0.6908273719111399,17.654824649684393
Akap2,Akap2,4,57896984,57845248,+,15.218584317555273,0.11880570771594237,0.13950374752950298,119.29132980954954,1.395933188968162,7.623569568260556
Nes,Nes,3,87980451,87971093,+,4.496136573031436,0.043342559153096635,0.04347712900704723,102.69756318676225,0.8037807097208188,46.985991210474666
Kif23,Kif23,9,61946799,61917278,-,,,,,0,0
Tspan18,Tspan18,2,93334487,93201760,-,6.03406341916104,0.02774626021796364,0.03666887049999954,215.29830463789452,0.8402960122181015,1.0845193830467312
Ptpn13,Ptpn13,5,103598361,103425192,+,25.853816744432716,0.08006268337135565,0.13617448442763683,319.690491240089,1.6518314586054024,0.8682209515188828
Asf1b,Asf1b,8,83970195,83955694,+,3.9234055390913447,0.038599042379681966,0.03195522433017871,100.62870071991756,0.7347883534393987,11.429700788082638
Id1,Id1,2,152737410,152736274,+,9.374206595103372,0.027540199744674643,0.05802961744213059,336.97883875903517,0.7297167510454586,92.09603745552465
Apool,Apool,X,112372430,112311408,+,5.97098969649853,0.008606225898859515,0.016549453789435287,686.860868980548,0.8255403396019112,4.057875469425197
Rims2,Rims2,15,39684372,39198286,+,4.0297428827226165,0.04708905688050764,0.04702621154780631,84.72128596711835,0.8403824486245121,0.26683610410434344
Arhgap19,Arhgap19,19,41802084,41766588,-,,,,,0,0
Elavl2,Elavl2,4,91399984,91250767,-,34.95119324675807,0.13099366328853368,0.25130115591294117,264.14774917833216,1.2219552047235054,0.898906799705002
Cdc6,Cdc6,11,98923942,98907889,+,,,,,0,0
Rhbdf1,Rhbdf1,11,32222293,32209585,-,7.766105441792165,0.0379448014872948,0.052581920853808875,202.62181078872146,1.7026596521188118,7.1096305655345
Mcm2,Mcm2,6,88898780,88883474,-,6.293597248296056,0.021166591897988727,0.023542429890103782,294.36298983990616,0.567962342853027,30.470470821658765
Csrp1,Csrp1,1,135752229,135729197,+,8.606285343253184,0.03705412612869822,0.043341100666912304,229.93991169101642,0.7284194511205233,12.387475887948494
Lamb1,Lamb1,12,31329639,31265294,+,6.746291601628037,0.04765994796489694,0.057240303797547014,140.13503939473298,0.7560879104526371,6.3744073026226395
Fbxo8,Fbxo8,8,56593939,56551134,+,21.374731632524522,0.052595235138715175,0.1934643906132293,402.33652840203285,0.9332988027513708,7.585673462884868
Gata3,Gata3,2,9878600,9857078,-,11.848264217372815,0.009152396543869188,0.026224354126270978,1281.6076662517844,1.1034543216997987,13.235514078827904
Nuf2,Nuf2,1,169531464,169497934,-,38.0368062844466,0.20170327697398877,0.40041016335689783,186.69224807120128,0.9907112611920627,22.99364126491036
Zeb2,Zeb2,2,45113279,44983634,-,5.785663375601467,0.02658250166588653,0.037235157948204006,215.47282546382672,1.123405168200289,0.16395488683226747
Fignl1,Fignl1,11,11808962,11800288,-,11.55485576121991,0.07479243125303613,0.09666159133317911,152.9473906912652,0.6414668480285909,32.89343276673591
Chaf1b,Chaf1b,16,93906106,93883901,+,11.113702770408677,0.03978994720088119,0.08702728099379152,276.51621871116544,0.9549478548196596,13.407329111561136
Cpt1a,Cpt1a,19,3385733,3323301,+,1.534915516435451,0.01820092453536946,0.02089590347879954,83.48841611414608,0.4742802438117814,8.70721489894906
Ppp1r17,Ppp1r17,6,56032688,56017515,+,1.2419186693139377,0.024249030431664865,0.02489999594923871,50.703036811537565,0.7577961515039023,3.562041857221481
Col18a1,Col18a1,10,77166530,77052179,-,15.554176391542159,0.06834387618291464,0.0878398074192532,225.31111033875277,1.003218724435112,1.7584184792972142
Fbn2,Fbn2,18,58209926,58008623,-,9.818767668966782,0.05725409448999816,0.12021192936117399,169.77964770668453,0.8847077359736636,1.2403041868738414
Rnf112,Rnf112,11,61453886,61448442,-,19.50227050044678,0.08173798945517038,0.22658091444792838,236.2089883068566,0.9429798538522539,85.4837607324967
Cdc42ep1,Cdc42ep1,15,78850902,78842647,+,,,,,0,0
Lphn2,Lphn2,3,148954635,148815586,-,10.534264471426368,0.0748637878066192,0.12039623882556955,139.30529208128064,0.8628676322341835,1.353300122710161
Bche,Bche,3,73708415,73635809,-,2.335954663420159,0.022409528139477542,0.02461669044111251,103.19695722249479,0.7663365755154737,6.952989693234297
Dll1,Dll1,17,15375823,15367354,-,7.376303513413008,0.04683631648371441,0.0881569867133196,155.91619978949592,0.888066386915241,44.4402783016388
Cttnbp2,Cttnbp2,6,18514825,18366477,-,3.4507225594245887,0.029977432538432987,0.05001755130494776,113.95957040185267,1.0083503535633733,0.411273093017402
Dmxl2,Dmxl2,9,54501626,54365158,-,10.699842655890832,0.090018158789615,0.11936578205599396,117.67452669287403,0.6369098904288735,6.533663036283157
Lgals1,Lgals1,15,78930465,78926725,+,15.297776707706197,0.03691720605763661,0.03252733309026583,410.2368667061226,0.5531297345247443,124.08923904232796
Arhgap28,Arhgap28,17,68004108,67842708,-,5.300656684806908,0.0522054973012517,0.059347309172916814,100.51910984924223,0.6615100414757383,0.8935760872652725
Ttk,Ttk,9,83872390,83834689,+,15.017691654477254,0.07153395162569398,0.07723582373846995,207.83857734754696,0.9041550261742504,10.304713490357518
Elavl4,Elavl4,4,110351911,110203737,-,29.727343323009272,0.024258518383658455,0.10149072401105923,1213.1849696807737,0.732270845893238,7.1787910004499516
Rgs16,Rgs16,1,153745468,153740353,+,9.625657545466225,0.10865203954618112,0.10647625894972909,87.70567961553283,0.733313003359377,45.24650669064809
Ank2,Ank2,3,126998452,126921607,-,1.8591510771669348,0.01671391572746003,0.018568731004508524,110.12138605984048,0.8508957483913787,0.41103671397139685
Atad2,Atad2,15,58135082,58094047,-,8.448348111700417,0.017135156973383445,0.07167778852801557,466.6381690926863,1.1601614261534539,17.792883321635607
Chaf1a,Chaf1a,17,56068026,56040416,+,7.265058455700351,0.04295438640470438,0.07550987541014527,167.44291964453794,0.8884252226397606,14.924715699248772
Peg3,Peg3,7,6730419,6705960,-,8.086700176912114,0.0520591854859234,0.049991818727344844,153.783296846005,0.5206002449767839,7.551890150151864
Pak3,Pak3,X,143797796,143518591,+,0.9416211858044795,0.014791854286966978,0.025513329905058155,63.02150872103948,0.48895215465587566,1.9278742459479985
Hmga2,Hmga2,10,120476935,120361275,-,,,,,0,0
Parm1,Parm1,5,91623996,91517700,+,19.749930041425333,0.05828758749365336,0.16475932807370106,335.44758981730104,0.7177142728674524,2.6405908658997603
Pdp1,Pdp1,4,11966450,11958185,-,1.5078516150668422,0.028477583022291246,0.030476467450383373,52.41923437630517,0.49159271913061525,32.600744925244584
Insc,Insc,7,114850380,114745766,+,,,,,0,0
